Date,Open,High,Low,Close,Adj Close,Volume
2019-08-15,17.188000,17.188000,17.188000,17.188000,17.188000,47
2019-08-16,17.096001,17.096001,17.096001,17.096001,17.096001,0
2019-08-18,null,null,null,null,null,null
2019-08-19,16.914000,16.914000,16.914000,16.914000,16.914000,1
2019-08-20,17.065001,17.122000,17.065001,17.122000,17.122000,4
2019-08-21,17.125000,17.125000,17.120001,17.125000,17.125000,2
2019-08-22,17.014000,17.014000,17.014000,17.014000,17.014000,0
2019-08-23,17.395000,17.395000,17.395000,17.395000,17.395000,0
2019-08-25,null,null,null,null,null,null
2019-08-26,17.540001,17.624001,17.540001,17.624001,17.624001,4
2019-08-27,18.139000,18.139000,18.139000,18.139000,18.139000,2
2019-08-28,18.240000,18.304001,18.235001,18.304001,18.304001,97738
2019-08-29,18.299999,18.615000,17.985001,18.167000,18.167000,22272
2019-08-30,18.195000,18.410000,18.020000,18.184999,18.184999,1479
2019-09-01,null,null,null,null,null,null
2019-09-03,18.450001,19.225000,18.250000,19.079000,19.079000,828
2019-09-04,19.215000,19.540001,19.215000,19.391001,19.391001,462
2019-09-05,19.485001,19.485001,18.424999,18.656000,18.656000,386
2019-09-06,18.629999,18.684999,17.968000,17.968000,17.968000,343
2019-09-08,null,null,null,null,null,null
2019-09-09,18.205000,18.205000,17.950001,18.018999,18.018999,517
2019-09-10,17.770000,18.084999,17.770000,18.041000,18.041000,190
2019-09-11,18.065001,18.070000,18.030001,18.031000,18.031000,320
2019-09-12,18.070000,18.165001,18.030001,18.041000,18.041000,135
2019-09-13,18.004999,18.004999,17.405001,17.436001,17.436001,201
2019-09-15,null,null,null,null,null,null
2019-09-16,17.780001,17.900999,17.780001,17.900999,17.900999,40
2019-09-17,18.016001,18.016001,18.016001,18.016001,18.016001,99
2019-09-18,17.795000,17.795000,17.795000,17.795000,17.795000,4
2019-09-19,17.815001,17.815001,17.725000,17.773001,17.773001,135
2019-09-20,17.754999,17.950001,17.738001,17.738001,17.738001,53
2019-09-22,null,null,null,null,null,null
2019-09-23,18.215000,18.600000,18.209999,18.600000,18.600000,75
2019-09-24,18.520000,18.520000,18.517000,18.517000,18.517000,3
2019-09-25,18.570000,18.570000,17.962000,17.962000,17.962000,26
2019-09-26,17.910000,17.910000,17.801001,17.801001,17.801001,1389
2019-09-27,17.820000,17.830000,17.330000,17.552000,17.552000,227
2019-09-29,null,null,null,null,null,null
2019-09-30,17.495001,17.504999,16.898001,16.898001,16.898001,33
2019-10-01,16.924999,17.260000,16.924999,17.202000,17.202000,77
2019-10-02,17.174999,17.591999,17.155001,17.591999,17.591999,44
2019-10-03,17.504999,17.635000,17.450001,17.584999,17.584999,42
2019-10-04,17.440001,17.540001,17.320000,17.540001,17.540001,27
2019-10-06,null,null,null,null,null,null
2019-10-07,17.450001,17.530001,17.450001,17.457001,17.457001,8
2019-10-08,17.639999,17.639999,17.617001,17.617001,17.617001,2
2019-10-09,17.728001,17.750000,17.719999,17.728001,17.728001,4
2019-10-10,17.600000,17.600000,17.490000,17.520000,17.520000,2
2019-10-11,17.594999,17.594999,17.350000,17.462000,17.462000,5
2019-10-13,null,null,null,null,null,null
2019-10-14,17.525000,17.634001,17.525000,17.634001,17.634001,3
2019-10-15,17.455000,17.455000,17.308001,17.308001,17.308001,23
2019-10-16,17.219999,17.351000,17.174999,17.351000,17.351000,115
2019-10-17,17.299999,17.535999,17.299999,17.535999,17.535999,8
2019-10-18,17.469999,17.502001,17.465000,17.502001,17.502001,30
2019-10-20,null,null,null,null,null,null
2019-10-21,17.510000,17.530001,17.504999,17.525999,17.525999,18
2019-10-22,17.490000,17.490000,17.437000,17.437000,17.437000,51
2019-10-23,17.485001,17.559999,17.485001,17.517000,17.517000,27
2019-10-24,17.739000,17.739000,17.739000,17.739000,17.739000,23
2019-10-25,17.861000,17.945000,17.861000,17.861000,17.861000,18
2019-10-27,null,null,null,null,null,null
2019-10-28,17.889999,17.889999,17.770000,17.816000,17.816000,60
2019-10-29,17.771000,17.771000,17.771000,17.771000,17.771000,74
2019-10-30,17.790001,17.820000,17.715000,17.815001,17.815001,29
2019-10-31,18.014000,18.014000,18.014000,18.014000,18.014000,78
2019-11-01,18.030001,18.030001,18.004000,18.004000,18.004000,13
2019-11-03,null,null,null,null,null,null
2019-11-04,18.014000,18.014000,18.014000,18.014000,18.014000,23
2019-11-05,18.025000,18.025000,17.516001,17.516001,17.516001,2
2019-11-06,17.525000,17.558001,17.370001,17.558001,17.558001,45
2019-11-07,17.540001,17.565001,16.969999,16.969999,16.969999,5
2019-11-08,16.844999,16.875000,16.764999,16.783001,16.783001,31
2019-11-10,null,null,null,null,null,null
2019-11-11,16.674999,16.761999,16.674999,16.761999,16.761999,5
2019-11-12,16.799999,16.805000,16.674999,16.677000,16.677000,28
2019-11-13,16.764999,16.898001,16.764999,16.898001,16.898001,7
2019-11-14,16.870001,17.013000,16.870001,17.013000,17.013000,14
2019-11-15,16.959999,16.969999,16.799999,16.933001,16.933001,7
2019-11-17,null,null,null,null,null,null
2019-11-18,16.985001,16.985001,16.985001,16.985001,16.985001,0
2019-11-19,17.103001,17.103001,17.103001,17.103001,17.103001,0
2019-11-20,17.100000,17.100000,17.100000,17.100000,17.100000,0
2019-11-21,17.049999,17.049999,17.049999,17.049999,17.049999,0
2019-11-22,16.985001,16.985001,16.985001,16.985001,16.985001,0
2019-11-24,null,null,null,null,null,null
2019-11-25,16.871000,16.871000,16.871000,16.871000,16.871000,0
2019-11-26,17.030001,17.030001,17.030001,17.030001,17.030001,84255
2019-11-27,17.059999,17.065001,16.875000,16.912001,16.912001,26892
2019-11-29,null,null,null,null,null,null
2019-12-01,null,null,null,null,null,null
2019-12-02,16.915001,16.920000,16.785000,16.836000,16.836000,343
2019-12-03,16.860001,17.160000,16.809999,17.125000,17.125000,381
2019-12-04,17.115000,17.240000,16.754999,16.797001,16.797001,287
2019-12-05,16.840000,16.941999,16.780001,16.941999,16.941999,261
2019-12-06,16.820000,16.825001,16.465000,16.481001,16.481001,159
2019-12-08,null,null,null,null,null,null
2019-12-09,16.475000,16.559999,16.469999,16.532000,16.532000,142
2019-12-10,16.555000,16.610001,16.555000,16.596001,16.596001,188
2019-12-11,16.545000,16.830000,16.545000,16.743999,16.743999,84
2019-12-12,16.830000,17.014999,16.740000,16.844999,16.844999,61
2019-12-13,16.879999,16.912001,16.825001,16.912001,16.912001,23
2019-12-15,null,null,null,null,null,null
2019-12-16,16.980000,17.018999,16.940001,17.018999,17.018999,75
2019-12-17,16.995001,17.000000,16.975000,16.978001,16.978001,103
2019-12-18,16.985001,17.000000,16.844999,16.952999,16.952999,45
2019-12-19,16.985001,17.075001,16.975000,17.058001,17.058001,987
2019-12-20,17.180000,17.180000,17.128000,17.128000,17.128000,1
2019-12-22,null,null,null,null,null,null
2019-12-23,17.355000,17.410000,17.355000,17.403000,17.403000,23
2019-12-24,null,null,null,null,null,null
2019-12-26,17.910000,17.985001,17.879999,17.893999,17.893999,53
2019-12-27,17.930000,17.930000,17.849001,17.849001,17.849001,430
2019-12-29,null,null,null,null,null,null
2019-12-30,17.900000,17.910000,17.850000,17.908001,17.908001,89
2019-12-31,18.065001,18.065001,17.799999,17.827999,17.827999,232
2020-01-02,17.966000,17.990000,17.966000,17.966000,17.966000,2
2020-01-03,18.110001,18.110001,17.965000,18.068001,18.068001,83
2020-01-05,18.170000,18.344999,18.170000,18.215000,18.215000,276360
2020-01-06,18.025000,18.105000,18.025000,18.097000,18.097000,3
2020-01-07,18.014999,18.344999,18.014999,18.316000,18.316000,33
2020-01-08,18.400000,18.504999,18.070000,18.087999,18.087999,31
2020-01-09,17.760000,17.860001,17.760000,17.860001,17.860001,38
2020-01-10,18.033001,18.033001,18.033001,18.033001,18.033001,2
2020-01-12,18.129999,18.129999,18.055000,18.075001,18.075001,43170
2020-01-13,17.969999,18.020000,17.926001,17.926001,17.926001,5
2020-01-14,17.855000,17.875000,17.674000,17.674000,17.674000,17
2020-01-15,17.923000,17.923000,17.923000,17.923000,17.923000,0
2020-01-16,17.950001,17.950001,17.875000,17.875000,17.875000,52
2020-01-17,18.013000,18.013000,18.013000,18.013000,18.013000,67
2020-01-19,18.040001,18.059999,18.020000,18.045000,18.045000,17850
2020-01-21,17.750999,17.750999,17.750999,17.750999,17.750999,175
2020-01-22,17.771000,17.771000,17.771000,17.771000,17.771000,0
2020-01-23,17.730000,17.773001,17.730000,17.773001,17.773001,110
2020-01-24,17.870001,18.056999,17.870001,18.056999,18.056999,280
2020-01-26,18.260000,18.375000,18.215000,18.245001,18.245001,141571
2020-01-27,18.000000,18.000000,18.000000,18.000000,18.000000,2
2020-01-28,17.605000,17.605000,17.402000,17.402000,17.402000,10
2020-01-29,17.450001,17.450001,17.370001,17.431000,17.431000,132
2020-01-30,17.540001,17.965000,17.540001,17.952000,17.952000,50
2020-01-31,17.972000,17.972000,17.972000,17.972000,17.972000,1
2020-02-02,18.100000,18.125000,18.020000,18.070000,18.070000,67168
2020-02-03,17.795000,17.799999,17.600000,17.639999,17.639999,19
2020-02-04,17.528000,17.528000,17.528000,17.528000,17.528000,154
2020-02-05,17.569000,17.569000,17.569000,17.569000,17.569000,10
2020-02-06,17.789000,17.789000,17.789000,17.789000,17.789000,0
2020-02-07,17.665001,17.665001,17.665001,17.665001,17.665001,7
2020-02-09,17.705000,17.760000,17.670000,17.719999,17.719999,22478
2020-02-10,17.780001,17.780001,17.757999,17.757999,17.757999,1
2020-02-11,17.695000,17.715000,17.573000,17.573000,17.573000,7
2020-02-12,17.478001,17.478001,17.478001,17.478001,17.478001,10
2020-02-13,17.600000,17.600000,17.600000,17.600000,17.600000,3
2020-02-14,17.715000,17.715000,17.715000,17.715000,17.715000,3
2020-02-16,17.725000,17.725000,17.670000,17.690001,17.690001,3033
2020-02-18,18.131001,18.131001,18.131001,18.131001,18.131001,3
2020-02-19,18.145000,18.292000,18.145000,18.292000,18.292000,56
2020-02-20,18.309000,18.309000,18.309000,18.309000,18.309000,3
2020-02-21,18.565001,18.565001,18.480000,18.521000,18.521000,11
2020-02-23,18.650000,18.795000,18.584999,18.645000,18.645000,337854
2020-02-24,18.690001,18.868000,18.690001,18.868000,18.868000,4
2020-02-25,18.183001,18.183001,18.183001,18.183001,18.183001,4
2020-02-26,17.826000,17.826000,17.826000,17.826000,17.826000,96319
2020-02-27,17.865000,18.080000,17.580000,17.658001,17.658001,13497
2020-02-28,17.690001,17.795000,16.340000,16.386999,16.386999,709
2020-03-01,16.500000,16.605000,16.389999,16.535000,16.535000,192056
2020-03-02,16.495001,16.975000,16.389999,16.679001,16.679001,518
2020-03-03,16.875000,17.320000,16.740000,17.129000,17.129000,307
2020-03-04,17.190001,17.245001,17.049999,17.187000,17.187000,73
2020-03-05,17.155001,17.405001,17.120001,17.341999,17.341999,66
2020-03-06,17.459999,17.485001,17.000000,17.214001,17.214001,52
2020-03-08,17.490000,17.615000,17.420000,17.530001,17.530001,265660
2020-03-09,17.434999,17.434999,16.570000,17.000999,17.000999,46
2020-03-10,16.850000,17.145000,16.764999,16.906000,16.906000,97
2020-03-11,16.855000,16.860001,16.639999,16.729000,16.729000,152
2020-03-12,16.430000,16.615000,15.600000,15.961000,15.961000,51
2020-03-13,15.755000,15.765000,14.425000,14.456000,14.456000,506
2020-03-15,15.100000,15.245000,14.735000,14.765000,14.765000,656892
2020-03-16,14.885000,14.885000,11.850000,12.772000,12.772000,104
2020-03-17,12.550000,12.710000,12.415000,12.469000,12.469000,194
2020-03-18,12.560000,12.825000,11.735000,11.735000,11.735000,184
2020-03-19,12.070000,12.205000,11.895000,12.097000,12.097000,45
2020-03-20,12.080000,12.860000,12.080000,12.349000,12.349000,95
2020-03-22,12.615000,12.670000,12.290000,12.455000,12.455000,278175
2020-03-23,12.900000,13.225000,12.900000,13.225000,13.225000,139
2020-03-24,13.360000,14.229000,13.360000,14.229000,14.229000,176
2020-03-25,14.715000,14.837000,14.455000,14.837000,14.837000,262
2020-03-26,14.830000,14.845000,14.640000,14.640000,14.640000,140
2020-03-27,14.335000,14.498000,14.335000,14.498000,14.498000,919
2020-03-29,14.700000,14.710000,14.470000,14.560000,14.560000,185625
2020-03-30,14.100000,14.250000,13.900000,14.074000,14.074000,612
2020-03-31,13.980000,14.245000,13.980000,14.098000,14.098000,27
2020-04-01,14.080000,14.100000,13.900000,13.926000,13.926000,22
2020-04-02,14.180000,14.596000,14.155000,14.596000,14.596000,30
2020-04-03,14.590000,14.590000,14.436000,14.436000,14.436000,6
2020-04-05,null,null,null,null,null,null
2020-04-06,14.550000,15.111000,14.550000,15.111000,15.111000,28
2020-04-07,15.465000,15.600000,15.422000,15.422000,15.422000,5
2020-04-08,15.160000,15.160000,15.147000,15.147000,15.147000,8
2020-04-09,15.140000,15.995000,15.140000,15.995000,15.995000,15
2020-04-12,15.875000,15.975000,15.730000,15.760000,15.760000,128952
2020-04-13,15.479000,15.479000,15.479000,15.479000,15.479000,0
2020-04-14,16.010000,16.072001,16.010000,16.072001,16.072001,4
2020-04-15,16.004999,16.004999,15.447000,15.447000,15.447000,2
2020-04-16,15.564000,15.564000,15.564000,15.564000,15.564000,0
2020-04-17,15.237000,15.237000,15.237000,15.237000,15.237000,0
2020-04-19,15.320000,15.335000,15.235000,15.265000,15.265000,44631
2020-04-20,15.556000,15.556000,15.556000,15.556000,15.556000,0
2020-04-21,15.430000,15.430000,14.818000,14.818000,14.818000,3
2020-04-22,15.277000,15.277000,15.277000,15.277000,15.277000,1
2020-04-23,15.430000,15.665000,15.348000,15.348000,15.348000,21
2020-04-24,15.254000,15.254000,15.254000,15.254000,15.254000,10
2020-04-26,15.325000,15.360000,15.290000,15.340000,15.340000,45001
2020-04-27,15.201000,15.201000,15.201000,15.201000,15.201000,10
2020-04-28,15.010000,15.162000,14.995000,15.162000,15.162000,28284
2020-04-29,15.215000,15.470000,15.125000,15.160000,15.160000,5434
2020-04-30,15.400000,15.775000,14.795000,14.898000,14.898000,1859
2020-05-01,15.005000,15.045000,14.855000,14.863000,14.863000,102
2020-05-03,15.075000,15.225000,14.780000,14.965000,14.965000,158043
2020-05-04,15.025000,15.090000,14.695000,14.722000,14.722000,1228
2020-05-05,14.780000,15.110000,14.710000,15.057000,15.057000,535
2020-05-06,15.000000,15.300000,14.875000,14.987000,14.987000,176
2020-05-07,15.125000,15.585000,15.125000,15.562000,15.562000,13
2020-05-08,15.555000,15.800000,15.500000,15.740000,15.740000,59
2020-05-10,15.755000,15.860000,15.755000,15.850000,15.850000,71960
2020-05-11,15.585000,15.636000,15.585000,15.636000,15.636000,2
2020-05-12,15.687000,15.687000,15.687000,15.687000,15.687000,65
2020-05-13,15.730000,15.730000,15.663000,15.663000,15.663000,24
2020-05-14,16.004999,16.136000,16.004999,16.136000,16.136000,49
2020-05-15,16.540001,17.046000,16.504999,17.046000,17.046000,57
2020-05-17,17.225000,17.400000,17.125000,17.385000,17.385000,275558
2020-05-18,17.219999,17.584999,17.219999,17.464001,17.464001,155
2020-05-19,17.700001,17.892000,17.700001,17.892000,17.892000,13
2020-05-20,18.025000,18.040001,17.930000,18.002001,18.002001,25
2020-05-21,17.430000,17.430000,17.334999,17.334999,17.334999,8
2020-05-22,17.385000,17.690001,17.385000,17.664000,17.664000,52
2020-05-24,17.629999,17.660000,17.615000,17.635000,17.635000,17135
2020-05-26,17.885000,17.885000,17.555000,17.565001,17.565001,23
2020-05-27,17.686001,17.686001,17.686001,17.686001,17.686001,103
2020-05-28,17.785000,17.924999,17.785000,17.895000,17.895000,61
2020-05-29,17.865000,18.440001,17.865000,18.440001,18.440001,25
2020-05-31,18.635000,18.764999,18.565001,18.684999,18.684999,178211
2020-06-01,18.785000,18.815001,18.570000,18.768000,18.768000,22
2020-06-02,18.207001,18.350000,18.207001,18.207001,18.207001,5
2020-06-03,17.690001,17.921000,17.645000,17.921000,17.921000,40
2020-06-04,17.850000,18.024000,17.850000,18.024000,18.024000,25
2020-06-05,17.500000,17.504999,17.443001,17.443001,17.443001,12
2020-06-07,17.545000,17.590000,17.495001,17.570000,17.570000,89462
2020-06-08,17.780001,17.885000,17.780001,17.868000,17.868000,15
2020-06-09,17.830000,17.830000,17.715000,17.774000,17.774000,3
2020-06-10,17.775999,17.775999,17.775999,17.775999,17.775999,0
2020-06-11,18.084999,18.084999,17.830000,17.868999,17.868999,5
2020-06-12,17.750000,17.750000,17.462000,17.462000,17.462000,13
2020-06-14,17.559999,17.629999,17.510000,17.575001,17.575001,78594
2020-06-15,17.379000,17.500000,17.379000,17.379000,17.379000,1
2020-06-16,17.545000,17.750000,17.480000,17.632000,17.632000,6
2020-06-17,17.520000,17.757000,17.520000,17.757000,17.757000,5
2020-06-18,17.493000,17.495001,17.493000,17.493000,17.493000,1
2020-06-19,17.832001,17.832001,17.832001,17.832001,17.832001,0
2020-06-21,17.920000,17.965000,17.865000,17.959999,17.959999,128627
2020-06-22,17.886999,17.886999,17.886999,17.886999,17.886999,7
2020-06-23,18.004999,18.051001,18.004999,18.051001,18.051001,4
2020-06-24,17.790001,17.815001,17.658001,17.658001,17.658001,2
2020-06-25,17.764999,17.882999,17.754999,17.882999,17.882999,9
2020-06-26,18.023001,18.023001,18.023001,18.023001,18.023001,41651
2020-06-28,18.110001,18.240000,17.969999,18.139999,18.139999,125184
2020-06-29,17.969999,18.150000,17.825001,17.980000,17.980000,8797
2020-06-30,18.025000,18.541000,17.940001,18.541000,18.541000,1718
2020-07-01,18.485001,18.705000,18.080000,18.132999,18.132999,370
2020-07-02,18.215000,18.243999,17.945000,18.243999,18.243999,135
2020-07-05,18.334999,18.365000,18.299999,18.340000,18.340000,27874
2020-07-06,18.225000,18.645000,18.209999,18.504000,18.504000,434
2020-07-07,18.219999,18.628000,18.219999,18.628000,18.628000,263
2020-07-08,18.655001,19.129999,18.655001,19.080999,19.080999,249
2020-07-09,19.094999,19.365000,18.834999,18.882000,18.882000,374
2020-07-10,19.030001,19.030001,18.983000,18.983000,18.983000,62
2020-07-12,19.080000,19.200001,19.080000,19.160000,19.160000,102123
2020-07-13,19.155001,19.709000,19.155001,19.709000,19.709000,58
2020-07-14,19.370001,19.465000,19.254999,19.451000,19.451000,59
2020-07-15,19.600000,19.715000,19.485001,19.684999,19.684999,42
2020-07-16,19.790001,19.795000,19.497000,19.497000,19.497000,12
2020-07-17,19.350000,19.709999,19.350000,19.684999,19.684999,31
2020-07-19,19.764999,19.775000,19.709999,19.745001,19.745001,65223
2020-07-20,20.200001,20.275000,20.122999,20.124001,20.124001,10
2020-07-21,20.285000,21.565001,20.275000,21.497000,21.497000,385
2020-07-22,22.650000,23.305000,21.895000,23.083000,23.083000,792
2020-07-23,23.070000,23.325001,22.665001,22.945000,22.945000,200
2020-07-24,23.065001,23.070000,22.808001,22.808001,22.808001,189
2020-07-26,22.969999,23.410000,22.940001,23.410000,23.410000,516377
2020-07-27,24.325001,24.709999,24.195000,24.476000,24.476000,599
2020-07-28,26.020000,26.020000,23.945000,24.266001,24.266001,124
2020-07-29,24.209999,24.292999,24.209999,24.292999,24.292999,304
2020-07-30,24.260000,24.260000,23.115000,23.340000,23.340000,183
2020-07-31,23.590000,24.385000,23.565001,24.188999,24.188999,220
2020-08-02,24.680000,25.275000,24.299999,24.615000,24.615000,760706
2020-08-03,24.389999,24.389999,24.389999,24.389999,24.389999,51
2020-08-04,25.900000,26.215000,25.775000,26.011999,26.011999,109
2020-08-05,26.025000,27.059999,26.025000,26.877001,26.877001,30
2020-08-06,27.684999,28.850000,27.535000,28.386999,28.386999,79
2020-08-07,29.530001,29.530001,27.525000,27.533001,27.533001,37
2020-08-09,28.525000,28.680000,27.959999,28.250000,28.250000,526096
2020-08-10,28.200001,29.249001,28.115000,29.249001,29.249001,8
2020-08-11,28.959999,28.959999,24.500000,26.037001,26.037001,27
2020-08-12,25.245001,25.955000,25.245001,25.955000,25.955000,27
2020-08-13,25.934999,27.885000,25.750000,27.639999,27.639999,101284728
2020-08-14,27.200001,27.549999,25.780001,26.545000,26.545000,113439149